SaleID,DateKey,StoreKey,ProductKey,SupplierKey,CustomerKey,PaymentKey,Quantity,SalesAmount,FullDate
88,4,1,1,1,15,1,2,2.47,2025-01-04
89,4,1,4,4,16,3,4,5.73,2025-01-04
90,4,1,1,1,34,3,3,3.71,2025-01-04
91,4,1,3,3,33,2,4,10.11,2025-01-04
92,4,1,4,4,31,2,4,6.24,2025-01-04
93,4,1,4,4,34,2,3,4.62,2025-01-04
94,4,1,2,2,19,1,8,6.13,2025-01-04
95,4,1,2,2,15,2,2,1.54,2025-01-04
96,4,1,1,1,27,2,4,4.59,2025-01-04
97,4,1,3,3,27,2,1,2.43,2025-01-04
98,4,2,4,4,37,2,1,1.55,2025-01-04
99,4,2,1,1,25,2,6,7.06,2025-01-04
100,4,2,4,4,35,2,4,6.02,2025-01-04
101,4,2,4,4,28,2,4,5.83,2025-01-04
102,4,2,2,2,30,3,7,5.73,2025-01-04
103,4,2,4,4,38,2,1,1.56,2025-01-04
104,4,2,1,1,30,1,7,8.09,2025-01-04
105,4,2,2,2,21,2,6,4.66,2025-01-04
106,4,2,4,4,27,2,3,4.61,2025-01-04
107,4,2,1,1,4,3,1,1.23,2025-01-04
108,4,2,2,2,3,2,2,1.64,2025-01-04
109,4,2,4,4,40,1,2,3.1,2025-01-04
110,4,2,1,1,14,2,2,2.42,2025-01-04
111,4,2,2,2,39,3,6,4.64,2025-01-04
112,5,1,4,4,7,2,2,3.14,2025-01-05
113,5,1,4,4,13,1,4,5.94,2025-01-05
114,5,1,3,3,20,2,2,4.8,2025-01-05
115,5,1,3,3,37,2,1,2.57,2025-01-05
116,5,1,2,2,5,2,7,5.69,2025-01-05
117,5,1,2,2,7,2,7,5.78,2025-01-05
118,5,1,2,2,28,1,8,6.53,2025-01-05
119,5,1,3,3,35,2,3,7.59,2025-01-05
120,5,1,3,3,16,2,3,7.37,2025-01-05
121,5,1,1,1,30,2,8,9.35,2025-01-05
122,5,1,3,3,21,1,3,7.15,2025-01-05
123,5,1,2,2,39,2,5,3.94,2025-01-05
124,5,1,2,2,13,1,1,0.8,2025-01-05
125,5,1,4,4,16,2,4,6.03,2025-01-05
126,5,1,3,3,2,1,4,9.95,2025-01-05
127,5,1,2,2,38,2,4,3.14,2025-01-05
128,5,1,3,3,36,2,3,7.44,2025-01-05
129,5,1,3,3,15,1,3,7.35,2025-01-05
130,5,1,1,1,12,1,2,2.46,2025-01-05
131,5,1,4,4,34,2,3,4.6,2025-01-05
132,5,1,4,4,24,1,2,2.94,2025-01-05
133,5,2,3,3,4,2,3,7.16,2025-01-05
134,5,2,3,3,32,1,2,5.07,2025-01-05
135,5,2,1,1,29,2,5,5.98,2025-01-05
136,5,2,4,4,31,1,3,4.7,2025-01-05
137,5,2,1,1,4,1,8,9.19,2025-01-05
138,5,2,4,4,16,1,3,4.31,2025-01-05
139,5,2,4,4,25,2,2,3.08,2025-01-05
140,5,2,3,3,40,1,4,9.81,2025-01-05
141,5,2,4,4,14,2,1,1.57,2025-01-05
142,6,1,1,1,5,1,4,4.64,2025-01-06
143,6,1,3,3,15,2,4,9.79,2025-01-06
144,6,1,2,2,15,3,8,6.13,2025-01-06
145,6,1,4,4,35,1,2,2.98,2025-01-06
146,6,1,1,1,5,1,5,6.2,2025-01-06
147,6,1,4,4,30,2,3,4.47,2025-01-06
148,6,1,3,3,32,2,3,7.5,2025-01-06
149,6,1,3,3,39,2,4,10.23,2025-01-06
150,6,1,1,1,18,2,1,1.26,2025-01-06
151,6,1,4,4,29,3,2,2.99,2025-01-06
152,6,1,1,1,32,3,7,8.51,2025-01-06
153,6,1,3,3,7,2,4,9.83,2025-01-06
154,6,2,3,3,26,2,3,7.62,2025-01-06
155,6,2,3,3,17,2,4,9.59,2025-01-06
156,6,2,4,4,1,2,4,6.22,2025-01-06
157,6,2,3,3,34,2,4,9.55,2025-01-06
158,6,2,4,4,14,2,4,6.16,2025-01-06
159,6,2,1,1,32,1,5,5.96,2025-01-06
160,6,2,4,4,20,2,2,3.06,2025-01-06
161,6,2,3,3,8,2,1,2.43,2025-01-06
162,7,1,4,4,19,2,4,6.26,2025-01-07
163,7,1,2,2,16,2,8,6.71,2025-01-07
164,7,1,1,1,33,2,4,5.0,2025-01-07
165,7,1,1,1,27,2,2,2.35,2025-01-07
166,7,1,4,4,19,2,3,4.64,2025-01-07
167,7,1,4,4,29,2,4,6.22,2025-01-07
168,7,1,2,2,21,2,7,5.57,2025-01-07
169,7,1,4,4,15,2,2,3.02,2025-01-07
170,7,1,3,3,25,2,3,7.68,2025-01-07
171,7,1,3,3,3,1,2,5.0,2025-01-07
172,7,1,4,4,29,1,3,4.67,2025-01-07
173,7,2,1,1,10,1,3,3.57,2025-01-07
174,7,2,4,4,26,2,3,4.43,2025-01-07
175,7,2,4,4,32,2,4,6.27,2025-01-07
176,7,2,1,1,19,3,2,2.34,2025-01-07
177,7,2,4,4,7,2,4,6.29,2025-01-07
178,7,2,3,3,4,2,1,2.39,2025-01-07
179,7,2,2,2,27,2,3,2.34,2025-01-07
180,7,2,4,4,40,2,2,2.9,2025-01-07
181,7,2,3,3,38,1,2,5.0,2025-01-07
182,7,2,3,3,1,2,3,7.47,2025-01-07
183,7,2,3,3,11,1,3,7.63,2025-01-07
184,8,1,4,4,28,2,3,4.56,2025-01-08
185,8,1,3,3,25,2,3,7.27,2025-01-08
186,8,1,1,1,37,2,7,8.46,2025-01-08
187,8,1,3,3,26,2,1,2.62,2025-01-08
188,8,1,3,3,32,2,1,2.6,2025-01-08
189,8,1,4,4,23,1,2,3.03,2025-01-08
190,8,1,1,1,9,2,5,6.11,2025-01-08
191,8,1,4,4,29,1,1,1.47,2025-01-08
192,8,1,2,2,19,2,3,2.3,2025-01-08
193,8,1,3,3,35,2,2,4.82,2025-01-08
194,8,1,2,2,17,3,5,4.13,2025-01-08
195,8,1,4,4,22,2,3,4.61,2025-01-08
196,8,1,3,3,15,2,1,2.41,2025-01-08
197,8,1,4,4,36,2,4,6.28,2025-01-08
198,8,1,4,4,8,2,1,1.46,2025-01-08
199,8,1,3,3,24,1,3,7.56,2025-01-08
200,8,1,2,2,36,2,1,0.81,2025-01-08
201,8,2,3,3,20,2,4,10.41,2025-01-08
202,8,2,1,1,20,3,1,1.25,2025-01-08
203,8,2,1,1,9,2,4,4.99,2025-01-08
204,8,2,2,2,10,2,7,5.65,2025-01-08
205,8,2,3,3,18,1,4,10.12,2025-01-08
206,8,2,2,2,16,2,8,6.36,2025-01-08
207,8,2,1,1,23,1,6,7.23,2025-01-08
208,8,2,2,2,30,1,2,1.67,2025-01-08
209,8,2,2,2,22,1,1,0.76,2025-01-08
210,8,2,1,1,36,1,4,4.59,2025-01-08
211,9,1,4,4,39,1,3,4.62,2025-01-09
212,9,1,4,4,35,2,2,3.15,2025-01-09
213,9,1,1,1,23,2,1,1.16,2025-01-09
214,9,1,2,2,17,1,6,4.57,2025-01-09
215,9,1,4,4,31,2,1,1.54,2025-01-09
216,9,1,2,2,15,3,2,1.59,2025-01-09
217,9,1,1,1,2,1,5,5.97,2025-01-09
218,9,1,3,3,7,2,4,9.93,2025-01-09
219,9,1,4,4,21,2,1,1.56,2025-01-09
220,9,1,1,1,38,2,5,6.07,2025-01-09
221,9,1,2,2,39,2,5,3.98,2025-01-09
222,9,1,4,4,36,2,1,1.55,2025-01-09
223,9,2,3,3,30,2,2,4.96,2025-01-09
224,9,2,4,4,17,2,3,4.47,2025-01-09
225,9,2,1,1,6,1,8,9.18,2025-01-09
226,9,2,1,1,36,1,6,7.42,2025-01-09
227,9,2,4,4,27,2,3,4.58,2025-01-09
228,9,2,3,3,4,3,4,10.37,2025-01-09
229,9,2,3,3,33,1,3,7.2,2025-01-09
230,9,2,3,3,23,2,2,5.17,2025-01-09
231,10,1,4,4,36,3,2,3.09,2025-01-10
232,10,1,4,4,18,1,1,1.52,2025-01-10
233,10,1,2,2,23,1,5,4.17,2025-01-10
234,10,1,4,4,2,1,4,5.74,2025-01-10
235,10,1,3,3,22,1,4,9.92,2025-01-10
236,10,1,2,2,37,2,6,4.93,2025-01-10
237,10,1,4,4,40,1,2,2.9,2025-01-10
238,10,1,1,1,32,2,8,9.76,2025-01-10
239,10,1,3,3,8,2,2,5.13,2025-01-10
240,10,1,1,1,20,1,8,9.63,2025-01-10
241,10,1,3,3,20,3,1,2.38,2025-01-10
242,10,1,4,4,8,1,3,4.41,2025-01-10
243,10,1,4,4,35,2,2,2.89,2025-01-10
244,10,2,4,4,3,2,3,4.31,2025-01-10
245,10,2,3,3,37,2,1,2.59,2025-01-10
246,10,2,3,3,26,1,4,9.79,2025-01-10
247,10,2,2,2,24,1,8,6.61,2025-01-10
248,10,2,4,4,26,2,2,2.98,2025-01-10
249,10,2,3,3,15,2,3,7.68,2025-01-10
250,10,2,1,1,13,3,2,2.41,2025-01-10
251,10,2,2,2,10,2,3,2.34,2025-01-10
252,10,2,1,1,5,1,3,3.69,2025-01-10
253,11,1,3,3,37,2,4,10.18,2025-01-11
254,11,1,4,4,21,1,3,4.66,2025-01-11
255,11,1,1,1,18,2,8,9.73,2025-01-11
256,11,1,2,2,29,1,2,1.57,2025-01-11
257,11,1,2,2,6,2,5,3.83,2025-01-11
258,11,1,3,3,3,2,4,10.08,2025-01-11
259,11,1,4,4,31,2,2,2.95,2025-01-11
260,11,1,4,4,22,3,4,5.76,2025-01-11
261,11,1,1,1,29,3,3,3.43,2025-01-11
262,11,1,3,3,19,2,2,4.93,2025-01-11
263,11,1,4,4,22,1,1,1.54,2025-01-11
264,11,1,1,1,39,2,7,8.22,2025-01-11
265,11,1,2,2,20,3,3,2.5,2025-01-11
266,11,1,3,3,6,2,4,9.63,2025-01-11
267,11,1,2,2,34,1,6,4.95,2025-01-11
268,11,1,3,3,20,1,3,7.14,2025-01-11
269,11,1,2,2,9,1,8,6.2,2025-01-11
270,11,1,2,2,35,2,2,1.6,2025-01-11
271,11,1,4,4,40,1,1,1.52,2025-01-11
272,11,1,2,2,40,2,3,2.32,2025-01-11
273,11,1,1,1,24,2,8,9.16,2025-01-11
274,11,1,2,2,29,1,8,6.47,2025-01-11
275,11,2,4,4,13,2,4,6.24,2025-01-11
276,11,2,4,4,19,2,4,5.98,2025-01-11
277,11,2,3,3,13,2,4,10.47,2025-01-11
278,11,2,1,1,31,2,5,5.73,2025-01-11
279,11,2,3,3,34,2,1,2.55,2025-01-11
280,11,2,2,2,33,1,3,2.35,2025-01-11
281,11,2,3,3,23,3,2,5.16,2025-01-11
282,11,2,3,3,16,2,4,10.0,2025-01-11
283,11,2,1,1,7,2,4,4.57,2025-01-11
284,11,2,3,3,19,3,2,4.82,2025-01-11
285,11,2,3,3,31,2,2,5.13,2025-01-11
286,12,1,1,1,10,2,5,5.83,2025-01-12
287,12,1,4,4,19,1,4,5.77,2025-01-12
288,12,1,1,1,40,2,4,4.76,2025-01-12
289,12,1,1,1,2,2,8,9.69,2025-01-12
290,12,1,3,3,1,2,2,4.9,2025-01-12
291,12,1,2,2,6,2,7,5.42,2025-01-12
292,12,1,2,2,31,1,1,0.79,2025-01-12
293,12,1,2,2,2,2,6,4.68,2025-01-12
294,12,1,1,1,7,2,4,4.91,2025-01-12
295,12,1,4,4,23,2,3,4.34,2025-01-12
296,12,1,4,4,30,3,2,3.1,2025-01-12
297,12,1,3,3,5,2,2,5.16,2025-01-12
298,12,1,4,4,3,2,1,1.47,2025-01-12
299,12,1,4,4,33,2,3,4.7,2025-01-12
300,12,2,3,3,13,2,1,2.56,2025-01-12
301,12,2,4,4,22,2,1,1.55,2025-01-12
302,12,2,4,4,29,2,4,6.23,2025-01-12
303,12,2,2,2,32,2,3,2.4,2025-01-12
304,12,2,4,4,28,1,3,4.64,2025-01-12
305,12,2,3,3,21,1,2,5.02,2025-01-12
306,12,2,2,2,39,2,5,3.92,2025-01-12
307,12,2,1,1,3,2,8,9.46,2025-01-12
308,12,2,4,4,4,1,4,5.86,2025-01-12
309,12,2,3,3,11,3,3,7.51,2025-01-12
310,12,2,1,1,5,1,8,9.15,2025-01-12
311,12,2,3,3,37,1,3,7.41,2025-01-12
312,12,2,1,1,24,2,8,10.03,2025-01-12
313,12,2,1,1,26,2,3,3.61,2025-01-12
314,12,2,2,2,12,2,2,1.52,2025-01-12
315,13,1,3,3,29,1,3,7.71,2025-01-13
316,13,1,3,3,9,2,4,9.7,2025-01-13
317,13,1,3,3,21,2,4,10.5,2025-01-13
318,13,1,3,3,11,2,3,7.79,2025-01-13
319,13,1,4,4,33,1,2,3.09,2025-01-13
320,13,1,4,4,32,1,2,2.92,2025-01-13
321,13,1,3,3,36,1,3,7.48,2025-01-13
322,13,1,4,4,31,2,1,1.47,2025-01-13
323,13,1,4,4,21,2,1,1.44,2025-01-13
324,13,1,3,3,36,2,3,7.22,2025-01-13
325,13,1,1,1,4,2,3,3.58,2025-01-13
326,13,1,3,3,21,3,3,7.25,2025-01-13
327,13,1,2,2,17,1,5,4.14,2025-01-13
328,13,2,2,2,6,2,5,4.05,2025-01-13
329,13,2,1,1,40,2,3,3.48,2025-01-13
330,13,2,3,3,2,1,1,2.58,2025-01-13
331,13,2,4,4,37,2,3,4.57,2025-01-13
332,13,2,3,3,35,2,4,10.39,2025-01-13
333,13,2,4,4,26,2,4,5.85,2025-01-13
334,13,2,1,1,27,2,1,1.16,2025-01-13
335,13,2,1,1,21,2,3,3.53,2025-01-13
336,13,2,4,4,24,2,4,5.78,2025-01-13
337,13,2,1,1,18,2,4,4.78,2025-01-13
338,13,2,1,1,25,2,1,1.17,2025-01-13
339,14,1,4,4,37,2,2,3.09,2025-01-14
340,14,1,1,1,33,2,3,3.6,2025-01-14
341,14,1,4,4,26,2,4,5.71,2025-01-14
342,14,1,4,4,4,1,2,3.03,2025-01-14
343,14,1,3,3,1,2,4,9.79,2025-01-14
344,14,1,3,3,26,2,3,7.67,2025-01-14
345,14,1,3,3,19,1,2,4.93,2025-01-14
346,14,1,3,3,40,2,3,7.74,2025-01-14
347,14,1,1,1,22,2,2,2.37,2025-01-14
348,14,1,2,2,33,2,3,2.33,2025-01-14
349,14,1,1,1,22,2,1,1.16,2025-01-14
350,14,1,3,3,33,1,2,5.05,2025-01-14
351,14,1,4,4,40,2,3,4.35,2025-01-14
352,14,2,2,2,20,2,8,6.53,2025-01-14
353,14,2,1,1,27,2,6,7.33,2025-01-14
354,14,2,4,4,17,3,1,1.51,2025-01-14
355,14,2,4,4,38,2,2,3.07,2025-01-14
356,14,2,3,3,16,1,4,9.65,2025-01-14
357,14,2,4,4,29,2,1,1.45,2025-01-14
358,14,2,1,1,40,3,4,4.76,2025-01-14
359,14,2,4,4,34,1,1,1.53,2025-01-14
360,15,1,3,3,12,2,4,9.81,2025-01-15
361,15,1,3,3,17,2,3,7.63,2025-01-15
362,15,1,1,1,20,1,4,4.69,2025-01-15
363,15,1,4,4,14,2,3,4.62,2025-01-15
364,15,1,3,3,18,2,4,9.85,2025-01-15
365,15,1,3,3,26,2,4,10.4,2025-01-15
366,15,1,4,4,19,3,2,2.94,2025-01-15
367,15,1,1,1,31,1,8,9.75,2025-01-15
368,15,1,4,4,18,1,3,4.69,2025-01-15
369,15,1,3,3,34,1,2,4.87,2025-01-15
370,15,1,2,2,31,1,2,1.59,2025-01-15
371,15,1,4,4,11,2,1,1.57,2025-01-15
372,15,1,4,4,13,2,4,5.99,2025-01-15
373,15,2,2,2,6,2,1,0.83,2025-01-15
374,15,2,2,2,12,2,1,0.83,2025-01-15
375,15,2,4,4,26,2,1,1.57,2025-01-15
376,15,2,1,1,1,2,5,6.23,2025-01-15
377,15,2,3,3,35,2,3,7.34,2025-01-15
378,15,2,4,4,30,2,2,3.11,2025-01-15
379,15,2,4,4,30,2,3,4.35,2025-01-15
380,15,2,4,4,19,2,1,1.54,2025-01-15
381,16,1,1,1,33,2,7,8.67,2025-01-16
382,16,1,3,3,9,2,1,2.42,2025-01-16
383,16,1,4,4,16,2,1,1.46,2025-01-16
384,16,1,2,2,37,1,6,4.7,2025-01-16
385,16,1,3,3,8,2,2,4.78,2025-01-16
386,16,1,1,1,19,2,5,6.11,2025-01-16
387,16,1,2,2,30,2,3,2.39,2025-01-16
388,16,1,3,3,31,2,4,10.2,2025-01-16
389,16,1,4,4,39,2,2,3.08,2025-01-16
390,16,1,1,1,24,1,8,9.63,2025-01-16
391,16,1,3,3,33,1,1,2.58,2025-01-16
392,16,1,3,3,34,2,2,4.91,2025-01-16
393,16,1,3,3,33,2,4,9.59,2025-01-16
394,16,1,1,1,30,2,3,3.6,2025-01-16
395,16,1,3,3,26,2,3,7.67,2025-01-16
396,16,1,1,1,3,2,4,4.84,2025-01-16
397,16,2,3,3,5,3,1,2.61,2025-01-16
398,16,2,3,3,9,2,3,7.43,2025-01-16
399,16,2,4,4,25,2,4,5.92,2025-01-16
400,16,2,4,4,35,1,4,5.93,2025-01-16
401,16,2,4,4,35,2,1,1.45,2025-01-16
402,16,2,1,1,2,3,4,4.96,2025-01-16
403,16,2,3,3,15,1,4,10.03,2025-01-16
404,16,2,2,2,8,1,5,3.88,2025-01-16
405,16,2,3,3,5,1,1,2.44,2025-01-16
406,16,2,1,1,3,2,1,1.17,2025-01-16
407,17,1,2,2,19,1,1,0.77,2025-01-17
408,17,1,4,4,21,1,3,4.53,2025-01-17
409,17,1,4,4,18,1,2,2.97,2025-01-17
410,17,1,4,4,28,2,2,3.04,2025-01-17
411,17,1,1,1,25,2,6,7.52,2025-01-17
412,17,1,2,2,20,2,7,5.55,2025-01-17
413,17,1,4,4,15,2,4,5.84,2025-01-17
414,17,1,3,3,36,2,4,10.41,2025-01-17
415,17,1,3,3,17,1,2,4.94,2025-01-17
416,17,1,3,3,6,2,4,10.35,2025-01-17
417,17,1,4,4,39,2,1,1.47,2025-01-17
418,17,1,4,4,38,2,2,3.09,2025-01-17
419,17,2,3,3,1,1,3,7.35,2025-01-17
420,17,2,1,1,31,3,2,2.46,2025-01-17
421,17,2,3,3,16,2,2,4.95,2025-01-17
422,17,2,4,4,23,2,4,5.98,2025-01-17
423,17,2,2,2,31,2,8,6.38,2025-01-17
424,17,2,2,2,27,1,4,3.16,2025-01-17
425,17,2,4,4,36,3,2,2.85,2025-01-17
426,17,2,3,3,13,2,4,9.8,2025-01-17
427,17,2,2,2,22,2,4,3.2,2025-01-17
428,18,1,4,4,23,1,4,5.98,2025-01-18
429,18,1,4,4,35,3,4,5.81,2025-01-18
430,18,1,4,4,5,3,1,1.55,2025-01-18
431,18,1,3,3,15,1,1,2.48,2025-01-18
432,18,1,1,1,24,1,4,4.8,2025-01-18
433,18,1,3,3,2,1,4,10.16,2025-01-18
434,18,1,3,3,18,2,1,2.38,2025-01-18
435,18,1,2,2,12,1,7,5.77,2025-01-18
436,18,1,1,1,40,2,3,3.51,2025-01-18
437,18,1,4,4,6,2,3,4.63,2025-01-18
438,18,1,3,3,15,2,2,5.25,2025-01-18
439,18,1,4,4,3,1,1,1.52,2025-01-18
440,18,1,2,2,1,2,8,6.12,2025-01-18
441,18,1,1,1,22,2,7,8.52,2025-01-18
442,18,1,4,4,3,1,1,1.56,2025-01-18
443,18,1,4,4,5,2,4,5.86,2025-01-18
444,18,1,2,2,21,1,1,0.77,2025-01-18
445,18,1,1,1,26,3,3,3.69,2025-01-18
446,18,1,2,2,25,2,4,3.22,2025-01-18
447,18,1,3,3,9,2,4,10.26,2025-01-18
448,18,1,3,3,23,1,1,2.5,2025-01-18
449,18,1,3,3,40,3,1,2.46,2025-01-18
450,18,2,4,4,29,2,1,1.52,2025-01-18
451,18,2,2,2,38,2,7,5.56,2025-01-18
452,18,2,1,1,5,1,5,6.18,2025-01-18
453,18,2,1,1,21,2,3,3.69,2025-01-18
454,18,2,1,1,18,1,5,5.97,2025-01-18
455,18,2,1,1,36,2,7,8.36,2025-01-18
456,18,2,1,1,6,2,2,2.36,2025-01-18
457,18,2,4,4,27,2,4,5.71,2025-01-18
458,18,2,1,1,11,2,4,4.83,2025-01-18
459,18,2,1,1,32,1,5,5.88,2025-01-18
460,18,2,1,1,31,2,5,5.95,2025-01-18
461,18,2,2,2,32,2,4,3.27,2025-01-18
462,19,1,1,1,26,2,5,5.7,2025-01-19
463,19,1,3,3,28,2,3,7.46,2025-01-19
464,19,1,4,4,39,3,2,2.94,2025-01-19
465,19,1,1,1,26,3,6,6.97,2025-01-19
466,19,1,2,2,16,2,8,6.7,2025-01-19
467,19,1,2,2,37,1,7,5.52,2025-01-19
468,19,1,4,4,36,1,2,3.05,2025-01-19
469,19,1,4,4,19,2,2,2.98,2025-01-19
470,19,1,1,1,9,2,7,8.55,2025-01-19
471,19,1,2,2,25,1,3,2.45,2025-01-19
472,19,1,4,4,35,2,4,6.05,2025-01-19
473,19,1,4,4,24,2,4,6.03,2025-01-19
474,19,1,4,4,16,2,1,1.44,2025-01-19
475,19,1,2,2,26,3,1,0.81,2025-01-19
476,19,1,2,2,7,2,7,5.38,2025-01-19
477,19,1,3,3,26,2,2,4.97,2025-01-19
478,19,2,3,3,2,2,2,4.92,2025-01-19
479,19,2,2,2,10,2,2,1.54,2025-01-19
480,19,2,2,2,23,2,4,3.21,2025-01-19
481,19,2,3,3,20,1,4,9.82,2025-01-19
482,19,2,4,4,7,2,1,1.55,2025-01-19
483,19,2,1,1,36,1,4,4.81,2025-01-19
484,19,2,3,3,26,2,4,9.73,2025-01-19
485,19,2,1,1,40,2,7,8.31,2025-01-19
486,19,2,3,3,14,1,4,9.89,2025-01-19
487,19,2,4,4,35,1,1,1.51,2025-01-19
488,19,2,2,2,32,2,8,6.15,2025-01-19
489,19,2,3,3,38,1,4,10.11,2025-01-19
490,19,2,2,2,20,3,8,6.48,2025-01-19
491,19,2,3,3,16,2,2,4.91,2025-01-19
492,20,1,3,3,9,2,4,9.92,2025-01-20
493,20,1,3,3,12,2,4,10.14,2025-01-20
494,20,1,3,3,29,2,2,4.84,2025-01-20
495,20,1,4,4,13,2,1,1.5,2025-01-20
496,20,1,4,4,32,2,4,5.95,2025-01-20
497,20,1,4,4,37,1,4,5.8,2025-01-20
498,20,1,4,4,15,2,3,4.29,2025-01-20
499,20,1,1,1,32,2,8,9.66,2025-01-20
500,20,1,1,1,35,2,2,2.34,2025-01-20
501,20,1,2,2,29,2,1,0.82,2025-01-20
502,20,1,4,4,16,2,1,1.54,2025-01-20
503,20,1,4,4,6,2,4,5.86,2025-01-20
504,20,2,4,4,38,2,2,2.91,2025-01-20
505,20,2,4,4,9,2,4,5.8,2025-01-20
506,20,2,4,4,35,2,1,1.51,2025-01-20
507,20,2,3,3,19,2,3,7.86,2025-01-20
508,20,2,2,2,27,3,2,1.54,2025-01-20
509,20,2,4,4,9,1,2,3.06,2025-01-20
510,20,2,4,4,26,2,2,3.08,2025-01-20
511,20,2,3,3,25,2,3,7.6,2025-01-20
512,20,2,3,3,18,2,1,2.48,2025-01-20
513,20,2,4,4,21,2,4,6.27,2025-01-20
514,20,2,4,4,30,2,1,1.53,2025-01-20
